"OTU","kingdom","phylum","class","order","family","genus","species"
"4371191","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",""
"1036749","Bacteria","Firmicutes","Bacilli","Gemellales","Gemellaceae","",""
"259732","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas",""
"318609","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Bradyrhizobium",""
"816470","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","",""
"746501","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Chryseobacterium",""
"591907","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","",""
"809861","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","",""
"1111456","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",""
"588240","Bacteria","Acidobacteria","[Chloracidobacteria]","11-24","","",""
"623634","Bacteria","Acidobacteria","Solibacteres","Solibacterales","Solibacteraceae","Candidatus Solibacter",""
"4444764","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","","",""
"4128584","Bacteria","Planctomycetes","Phycisphaerae","WD2101","","",""
"612267","Bacteria","Planctomycetes","Planctomycetia","Gemmatales","Gemmataceae","",""
"410905","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Geodermatophilaceae","Modestobacter",""
"761119","Bacteria","Planctomycetes","Planctomycetia","Gemmatales","Isosphaeraceae","",""
"235578","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus",""
"564093","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae","Virgisporangium",""
"4361074","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","",""
"901893","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Frankiaceae","Frankia",""
"553653","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",""
"201726","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacter",""
"829373","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Pseudonocardia",""
"253429","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Chryseobacterium",""
"1107243","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium",""
"302530","Bacteria","Acidobacteria","Acidobacteriia","Acidobacteriales","Koribacteraceae","",""
"974817","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","","",""
"160895","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","","",""
"95008","Bacteria","TM7","TM7-3","","","",""
"569552","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus",""
"130864","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",""
"580223","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","",""
"859313","Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","C111","",""
"735782","Bacteria","Acidobacteria","[Chloracidobacteria]","RB41","","",""
"4381109","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","",""
"1033426","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Nocardioides",""
"152842","Bacteria","Bacteroidetes","[Saprospirae]","[Saprospirales]","Chitinophagaceae","",""
"132985","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Arthrobacter",""
"1085229","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","",""
"4387263","Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","","",""
"4459446","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Mycobacteriaceae","Mycobacterium",""
"959160","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Mycetocola",""
"807525","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium",""
"807035","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Leucobacter",""
"533999","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Luteibacter",""
"702443","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","",""
"571709","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","","",""
"244248","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales",NA,NA,NA
"925397","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Propionibacteriaceae","Propionibacterium",""
"555384","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Streptosporangiaceae","Nonomuraea",""
"818461","Bacteria","Acidobacteria","[Chloracidobacteria]","RB41","Ellin6075","",""
"1112675","Bacteria","TM7","TM7-1","","","",""
"555387","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Rhodoplanes",""
"460604","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","",""
"1521997","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Rhodoplanes",""
"1138568","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",""
"4454531","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","",""
"776288","Bacteria","Proteobacteria","Deltaproteobacteria","Syntrophobacterales","Syntrophobacteraceae","",""
"153978","Bacteria","Cyanobacteria","Chloroplast","Streptophyta","","",""
"463861","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Arthrobacter",""
"3768995","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Agrobacterium",""
"638076","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus",""
"741312","Bacteria","Acidobacteria","[Chloracidobacteria]","RB41","","",""
"165827","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rubellimicrobium",""
"656144","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","",""
"17652","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Comamonas",""
"514041","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Kaistobacter",""
"427239","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"832784","Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Aeromonadaceae","",""
"766768","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus",""
"4414311","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Propionibacteriaceae","Propionibacterium",""
"4335437","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","",""
"244063","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","Gaiellaceae","",""
"842284","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales",NA,NA,NA
"219943","Bacteria","Chloroflexi","Ktedonobacteria","Thermogemmatisporales","Thermogemmatisporaceae","",""
"985339","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Adhaeribacter",""
"205245","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","",""
"105000","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Ellin5301","",""
"546305","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Rhodoplanes",""
"119515","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Comamonas",""
"688259","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"550415","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Streptosporangiaceae","Nonomuraea",""
"533516","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","",""
"141244","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",""
"873747","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",""
"573135","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","",""
"584249","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae","",""
"205602","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Rhodoplanes",""
"4303968","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinosynnemataceae","Kibdelosporangium",""
"671258","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Gordoniaceae","Gordonia",""
"113577","Bacteria","Proteobacteria","Betaproteobacteria","Ellin6067","","",""
"328081","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","",""
"4403542","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","",""
"113573","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium",""
"2534143","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",""
"4352292","Bacteria","Planctomycetes","Phycisphaerae","WD2101","","",""
"4352293","Bacteria","Gemmatimonadetes","Gemm-5","","","",""
"877952","Bacteria","Acidobacteria","Acidobacteriia","Acidobacteriales","Koribacteraceae","Candidatus Koribacter",""
"1117187","Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Aeromonadaceae","",""
"251488","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Chryseobacterium",""
"218254","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"3330580","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas",""
"113170","Bacteria","Chloroflexi","TK10","B07_WMSP1","","",""
"167511","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio",""
"944435","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","",""
"567166","Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","","",""
"941896","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Wautersiella",""
"969149","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Citrobacter",""
"327197","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","",""
"587616","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Rathayibacter",""
"247867","Bacteria","Planctomycetes","Phycisphaerae","WD2101","","",""
"4365172","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",""
"236142","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","",""
"134616","Bacteria","Chloroflexi","Ellin6529","","","",""
"334906","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Thermomonosporaceae","Actinoallomurus",""
"1024743","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","",""
"68621","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Delftia",""
"349640","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",""
"685917","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","",""
"1111326","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae","",""
"432284","Bacteria","Cyanobacteria","Chloroplast","Streptophyta","","",""
"4429835","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","","",""
"4189550","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Myroides",""
"513586","Bacteria","Planctomycetes","Phycisphaerae","WD2101","","",""
"4388445","Bacteria","Bacteroidetes","[Saprospirae]","[Saprospirales]","Chitinophagaceae","",""
"1130121","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Dyadobacter",""
"4358096","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","",""
"4431673","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","",""
"810096","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","",""
"1785533","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","","",""
"501641","Bacteria","FBP","","","","",""
"212299","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA,NA
"281015","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","",""
"937735","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","","",""
"4430218","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","","",""
"1133478","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae","Actinoplanes",""
"587618","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","",""
"857566","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","Patulibacteraceae","",""
"93798","Bacteria","Bacteroidetes","[Saprospirae]","[Saprospirales]","Chitinophagaceae","",""
"176468","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","",""
"1640195","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","",""
"228494","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Serratia",""
"138288","Bacteria","Bacteroidetes","[Saprospirae]","[Saprospirales]","Chitinophagaceae","Flavisolibacter",""
"558281","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","",""
"257500","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Sporocytophaga",""
"743755","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Corynebacteriaceae","Corynebacterium",""
"113400","Bacteria","Acidobacteria","[Chloracidobacteria]","RB41","Ellin6075","",""
"295031","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",""
"1006496","Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","","",""
"161479","Bacteria","Bacteroidetes","[Saprospirae]","[Saprospirales]","Chitinophagaceae","",""
"821608","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales",NA,NA,NA
"406112","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Frankiaceae","",""
"810167","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","",""
"837574","Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Aeromonadaceae","",""
"226012","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","",""
"266148","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Shewanellaceae","Shewanella",""
"911947","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Streptomycetaceae","",""
"112952","Bacteria","Chloroflexi","Ellin6529","","","",""
"564526","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","","",""
"132901","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","",""
"2771646","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","",""
"763535","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","",""
"538093","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Actinomycetospora",""
"846759","Bacteria","Acidobacteria","Acidobacteriia","Acidobacteriales","Acidobacteriaceae","",""
"1145138","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","",""
"163345","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Skermanella",""
"822899","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","",""
"582457","Bacteria","Verrucomicrobia","[Spartobacteria]","[Chthoniobacterales]","[Chthoniobacteraceae]","DA101",""
"587131","Bacteria","Planctomycetes","Phycisphaerae","WD2101","","",""
"722416","Bacteria","Chloroflexi","Thermomicrobia","Ellin6537","","",""
"212662","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","",""
"237613","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Kaistobacter",""
"709657","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","",""
"812921","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus",""
"583102","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",""
"907948","Bacteria","Planctomycetes","Phycisphaerae","WD2101","","",""
"695116","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","",""
"112045","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","",""
"4403263","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","",""
"582921","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",""
"555945","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","",""
"111050","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","Conexibacteraceae","",""
"524860","Bacteria","Planctomycetes","Planctomycetia","Gemmatales","Gemmataceae","Gemmata",""
"686219","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Ammoniphilus",""
"202381","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"590849","Bacteria","Bacteroidetes","[Saprospirae]","[Saprospirales]","Chitinophagaceae","Flavisolibacter",""
"4425358","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Propionibacteriaceae","Propionibacterium",""
"207283","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","","",""
"574102","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Enhydrobacter",""
"525199","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Delftia",""
"2651333","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Mycobacteriaceae","Mycobacterium",""
"798634","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","",""
"2922079","Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Rhodocyclaceae","",""
"156652","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",""
"848120","Bacteria","Bacteroidetes","[Saprospirae]","[Saprospirales]","Chitinophagaceae","Flavisolibacter",""
"4480292","Bacteria","Verrucomicrobia","[Spartobacteria]","[Chthoniobacterales]","[Chthoniobacteraceae]","Ellin506",""
"143175","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Dyadobacter",""
"644798","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","",""
"106019","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Chryseobacterium",""
"242828","Bacteria","Chloroflexi","TK10","AKYG885","","",""
"1148230","Bacteria","Planctomycetes","Planctomycetia","Gemmatales","Gemmataceae","Gemmata",""
"521994","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacter",""
"319944","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","","",""
"4307148","Bacteria","Planctomycetes","Planctomycetia","Pirellulales","Pirellulaceae","A17",""
"83643","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","",""
"4455895","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Erwinia",""
"511572","Bacteria","Actinobacteria","Rubrobacteria","Rubrobacterales","Rubrobacteraceae","Rubrobacter",""
"3319380","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","",""
"142010","Bacteria","Verrucomicrobia","Opitutae","Opitutales","Opitutaceae","Opitutus",""
"72653","Bacteria","Proteobacteria","Alphaproteobacteria","BD7-3","","",""
"803238","Bacteria","Acidobacteria","[Chloracidobacteria]","RB41","","",""
"1038732","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",""
"165771","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","",""
"2802748","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","",""
"202033","Bacteria","Planctomycetes","Planctomycetia","Gemmatales","Isosphaeraceae","",""
"3850831","Bacteria","Planctomycetes","Planctomycetia","Pirellulales","Pirellulaceae","",""
"4434910","Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","","",""
"4416537","Bacteria","Acidobacteria","Sva0725","Sva0725","","",""
"818887","Bacteria","Bacteroidetes","[Saprospirae]","[Saprospirales]","Chitinophagaceae","",""
"555896","Bacteria","Proteobacteria","Betaproteobacteria","SC-I-84","","",""
"4409450","Bacteria","Bacteroidetes","[Saprospirae]","[Saprospirales]","Chitinophagaceae","Flavisolibacter",""
"4394973","Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Piscirickettsiaceae","Methylophaga",""
"789831","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","",""
"2592837","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Chryseobacterium",""
"172809","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","",""
"83725","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Pontibacter",""
"885496","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"543675","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Tsukamurellaceae","Tsukamurella",""
"640071","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","",""
"778478","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales",NA,NA,NA
"706728","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Kaistobacter",""
"212764","Bacteria","Acidobacteria","[Chloracidobacteria]","RB41","Ellin6075","",""
"282250","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",""
"4315319","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Deefgea",""
"777031","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales",NA,NA,NA
"582988","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","",""
"249525","Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Aeromonadaceae","",""
"1108350","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Mycetocola",""
"4421180","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Aurantimonadaceae","",""
"1584967","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","",""
"716037","Bacteria","Acidobacteria","Solibacteres","Solibacterales","Solibacteraceae","Candidatus Solibacter",""
"114263","Bacteria","Planctomycetes","Phycisphaerae","WD2101","","",""
"984895","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Ellin5301","",""
"1008207","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","","",""
"224253","Bacteria","Verrucomicrobia","[Pedosphaerae]","[Pedosphaerales]","Ellin515","",""
"1110625","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","","",""
"3047667","Bacteria","Bacteroidetes","[Saprospirae]","[Saprospirales]","Chitinophagaceae","",""
"354510","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","",""
"544419","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus",""
"550842","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Devosia",""
"284177","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae",NA,NA
"284171","Bacteria","Chloroflexi","Ellin6529","","","",""
"883987","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae",NA,NA
"1108289","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus",""
"4330963","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","","",""
"1037355","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Streptomycetaceae","Streptomyces",""
"577123","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA,NA
"3087743","Bacteria","Chloroflexi","Anaerolineae","Caldilineales","Caldilineaceae","",""
"547806","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinosynnemataceae",NA,NA
"537516","Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","C111","",""
"3116364","Bacteria","Acidobacteria","Acidobacteriia","Acidobacteriales","Koribacteraceae","Candidatus Koribacter",""
"776980","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Erwinia",""
"1119470","Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","","",""
"13723","Bacteria","Gemmatimonadetes","Gemm-3","","","",""
"109060","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Delftia",""
"544772","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Devosia",""
"809894","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","",""
"678584","Bacteria","Proteobacteria","Betaproteobacteria","","","",""
"238508","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae",NA,NA
"511192","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","",""
"93221","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae",NA,NA
"109263","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",""
"857776","Bacteria","Planctomycetes","Phycisphaerae","WD2101","","",""
"558911","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Kribbella",""
"1108912","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Ellin5290","","",""
"132653","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","",""
"968336","Bacteria","Firmicutes","Bacilli","Bacillales","Alicyclobacillaceae","Alicyclobacillus",""
"19385","Bacteria","Proteobacteria","Alphaproteobacteria","BD7-3","","",""
"755077","Bacteria","Acidobacteria","Acidobacteria-5","","","",""
"103376","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Shewanellaceae","Shewanella",""
